Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
53,No,Travel_Frequently,1002,Research & Development,15,2,Life Sciences,1,352,4,Male,46,4,4,Research Director,4,Married,3014,4483,6,Y,No,18,3,2,80,0,30,0,3,9,1,4,1
37,No,Travel_Frequently,483,Sales,9,3,Marketing,1,353,3,Male,48,4,3,Research Director,3,Single,19988,4734,3,Y,No,16,4,2,80,2,14,5,3,0,5,1,4
18,No,Travel_Rarely,655,Sales,19,3,Human Resources,1,354,4,Female,77,3,2,Sales Representative,3,Divorced,19253,11730,4,Y,Yes,13,3,4,80,3,37,2,3,13,5,6,2
25,No,Non-Travel,986,Research & Development,20,3,Medical,1,355,1,Male,64,3,2,Research Scientist,2,Single,8913,12102,3,Y,Yes,19,4,1,80,0,37,6,2,17,2,5,2
33,No,Travel_Frequently,118,Sales,8,3,Marketing,1,356,2,Female,61,4,5,Manager,2,Divorced,4727,9304,5,Y,Yes,20,4,4,80,2,19,0,4,11,11,9,3
31,No,Non-Travel,674,Sales,25,2,Technical Degree,1,357,4,Female,76,2,3,Manager,1,Married,4852,6049,1,Y,No,14,4,4,80,2,34,4,2,18,8,6,4
29,No,Non-Travel,850,Research & Development,19,3,Life Sciences,1,358,1,Male,76,2,3,Sales Representative,2,Married,11077,16947,7,Y,Yes,20,3,1,80,1,22,5,3,11,12,8,1
40,No,Travel_Rarely,1103,Sales,5,4,Marketing,1,359,4,Male,93,2,3,Manager,3,Married,3273,11495,3,Y,No,14,3,1,80,3,38,5,1,4,0,1,5
32,No,Travel_Rarely,518,Sales,11,3,Marketing,1,360,4,Female,75,3,3,Research Scientist,4,Single,9649,26707,7,Y,Yes,22,3,3,80,3,24,4,3,3,11,8,5
45,No,Travel_Rarely,1460,Human Resources,15,3,Human Resources,1,361,2,Female,64,1,4,Research Director,3,Divorced,3955,2392,2,Y,Yes,23,3,2,80,2,21,1,4,12,2,6,7
51,Yes,Travel_Frequently,518,Research & Development,8,3,Marketing,1,362,3,Female,46,2,1,Manufacturing Director,3,Divorced,10778,13776,4,Y,No,12,4,1,80,0,7,0,1,17,7,1,1
19,Yes,Travel_Rarely,221,Human Resources,19,1,Human Resources,1,363,3,Female,71,2,3,Human Resources,3,Divorced,6549,12867,2,Y,Yes,13,3,4,80,1,8,2,1,11,7,9,7
49,No,Travel_Rarely,531,Human Resources,23,4,Life Sciences,1,364,1,Male,58,2,1,Research Director,2,Divorced,17863,4466,6,Y,No,14,4,2,80,1,14,0,2,15,3,1,7
40,No,Travel_Frequently,143,Human Resources,27,4,Life Sciences,1,365,1,Female,99,4,2,Laboratory Technician,3,Divorced,13809,3225,2,Y,Yes,17,3,2,80,0,19,4,2,5,7,3,3
39,No,Travel_Frequently,1440,Sales,8,2,Technical Degree,1,366,1,Female,46,3,5,Laboratory Technician,1,Single,10302,16987,7,Y,Yes,23,4,4,80,1,34,4,4,6,10,1,6
42,No,Travel_Rarely,480,Sales,26,2,Human Resources,1,367,2,Female,43,4,2,Research Director,4,Divorced,10100,21089,8,Y,Yes,13,4,1,80,0,36,6,2,8,9,0,6
39,No,Travel_Rarely,244,Human Resources,27,3,Human Resources,1,368,3,Female,53,4,3,Research Scientist,2,Married,4911,2461,1,Y,No,18,3,2,80,1,2,1,4,9,12,5,0
39,No,Travel_Rarely,1450,Human Resources,19,1,Medical,1,369,1,Male,86,1,2,Human Resources,3,Divorced,14091,11993,2,Y,No,18,4,2,80,0,33,5,1,4,7,9,0
59,No,Travel_Rarely,462,Human Resources,18,2,Medical,1,370,1,Male,79,4,4,Manufacturing Director,1,Married,11099,13465,6,Y,Yes,20,4,2,80,2,33,5,1,3,0,4,7
23,No,Non-Travel,1173,Sales,10,2,Technical Degree,1,371,4,Male,86,1,1,Manager,4,Single,7663,22369,4,Y,Yes,21,4,2,80,2,35,4,1,10,2,2,0
32,No,Non-Travel,1188,Human Resources,29,3,Life Sciences,1,372,4,Female,90,4,3,Laboratory Technician,3,Single,13881,18535,9,Y,No,12,4,2,80,1,34,0,4,18,0,0,2
54,No,Travel_Rarely,454,Human Resources,7,3,Other,1,373,1,Female,68,2,4,Laboratory Technician,4,Married,16368,12461,6,Y,Yes,14,4,4,80,1,8,5,2,6,14,8,5
50,No,Non-Travel,899,Research & Development,28,2,Medical,1,374,4,Male,84,3,1,Laboratory Technician,2,Divorced,18938,14366,1,Y,Yes,18,3,1,80,2,29,6,2,12,1,7,7
25,Yes,Travel_Frequently,1287,Research & Development,9,2,Marketing,1,375,4,Male,65,4,4,Research Scientist,2,Single,10298,3785,3,Y,No,11,3,1,80,3,25,6,2,12,3,5,4
22,No,Non-Travel,1264,Sales,1,4,Life Sciences,1,376,4,Female,66,1,2,Research Director,1,Single,5336,8242,0,Y,Yes,11,4,2,80,0,11,2,3,17,2,5,4
56,No,Non-Travel,925,Research & Development,19,1,Other,1,377,2,Male,43,3,3,Human Resources,2,Single,8369,26529,4,Y,Yes,24,4,2,80,3,23,2,1,8,12,3,3
21,No,Travel_Rarely,1251,Research & Development,5,4,Marketing,1,378,1,Female,56,1,2,Research Director,1,Divorced,4534,16312,7,Y,No,24,3,2,80,1,18,0,1,12,14,1,3
23,No,Non-Travel,497,Research & Development,19,2,Human Resources,1,379,1,Female,60,2,5,Laboratory Technician,3,Married,4226,8356,0,Y,No,14,3,4,80,2,15,1,3,12,10,3,6
49,No,Non-Travel,979,Sales,1,4,Life Sciences,1,380,4,Female,73,4,3,Sales Representative,4,Married,11585,25694,6,Y,No,21,3,4,80,1,25,2,1,4,5,1,5
47,No,Non-Travel,562,Research & Development,15,4,Technical Degree,1,381,2,Female,97,3,2,Research Scientist,2,Divorced,2166,25229,6,Y,No,12,4,3,80,3,22,0,1,11,11,6,7
52,No,Non-Travel,907,Sales,16,2,Human Resources,1,382,4,Female,77,2,3,Manufacturing Director,4,Single,12902,21844,6,Y,Yes,11,4,2,80,2,32,0,3,0,11,8,5
57,No,Travel_Frequently,286,Human Resources,23,3,Human Resources,1,383,2,Female,86,4,1,Manager,4,Divorced,5624,20220,0,Y,No,18,3,3,80,2,29,4,1,17,4,1,9
33,No,Travel_Rarely,831,Research & Development,7,2,Marketing,1,384,1,Male,51,4,3,Healthcare Representative,3,Divorced,19788,11589,2,Y,No,12,3,3,80,2,22,5,2,16,4,8,6
30,No,Travel_Rarely,1313,Sales,26,3,Human Resources,1,385,4,Male,33,1,3,Human Resources,3,Married,11717,24127,1,Y,Yes,14,3,3,80,0,9,4,3,9,9,8,9
59,No,Travel_Frequently,528,Research & Development,12,2,Medical,1,386,1,Male,75,1,1,Manufacturing Director,2,Divorced,14601,24662,4,Y,No,13,4,1,80,1,35,5,1,8,6,7,9
47,No,Non-Travel,957,Human Resources,8,2,Life Sciences,1,387,2,Female,88,2,2,Healthcare Representative,3,Divorced,15103,3493,1,Y,No,25,4,3,80,3,30,1,2,19,6,0,4
36,No,Travel_Frequently,1407,Sales,5,2,Medical,1,388,3,Male,63,1,3,Manufacturing Director,4,Single,15030,19932,4,Y,Yes,12,4,2,80,0,21,1,4,7,8,4,5
34,Yes,Non-Travel,336,Sales,10,1,Marketing,1,389,2,Female,40,2,4,Research Director,1,Single,4774,7163,4,Y,No,18,3,4,80,3,37,1,1,14,7,9,0
36,No,Travel_Frequently,1317,Sales,28,3,Other,1,390,3,Female,60,2,3,Research Director,1,Married,11017,11612,3,Y,No,13,4,2,80,0,1,0,3,12,2,3,2
45,No,Travel_Rarely,1410,Human Resources,21,1,Marketing,1,391,1,Female,40,2,2,Laboratory Technician,1,Single,12150,16297,6,Y,Yes,25,3,4,80,2,22,0,2,16,1,6,7
43,No,Travel_Rarely,870,Human Resources,5,2,Life Sciences,1,392,1,Female,85,1,1,Sales Executive,2,Divorced,5739,7704,9,Y,No,19,3,1,80,0,34,4,4,8,0,7,2
54,No,Travel_Rarely,857,Human Resources,17,4,Human Resources,1,393,4,Male,67,3,2,Manager,3,Divorced,16911,24788,5,Y,No,20,3,1,80,1,36,2,4,10,14,9,0
43,No,Non-Travel,235,Sales,26,1,Technical Degree,1,394,3,Male,50,2,5,Research Scientist,3,Divorced,6464,8688,1,Y,Yes,15,4,2,80,1,31,6,1,3,9,7,2
40,Yes,Non-Travel,891,Human Resources,5,3,Marketing,1,395,2,Male,39,3,3,Research Scientist,3,Married,14381,17835,3,Y,Yes,19,4,1,80,3,11,5,4,6,5,1,3
26,No,Travel_Frequently,270,Research & Development,22,2,Life Sciences,1,396,1,Female,55,4,3,Laboratory Technician,3,Single,15746,22035,6,Y,No,13,4,4,80,2,34,5,3,19,12,2,7
29,No,Travel_Frequently,258,Human Resources,15,1,Technical Degree,1,397,3,Male,37,1,1,Research Director,4,Divorced,6094,20447,8,Y,No,22,4,1,80,2,2,1,4,2,12,9,8
18,No,Travel_Rarely,300,Sales,13,4,Human Resources,1,398,2,Male,37,1,3,Laboratory Technician,1,Single,4930,20404,8,Y,No,15,4,3,80,3,33,5,1,9,3,9,3
18,No,Non-Travel,1061,Research & Development,28,1,Other,1,399,3,Male,89,3,4,Sales Representative,4,Single,2763,23141,2,Y,Yes,24,4,3,80,1,37,3,4,2,2,6,6
51,No,Travel_Frequently,682,Human Resources,1,3,Marketing,1,400,2,Female,63,4,4,Human Resources,2,Single,13552,24307,0,Y,No,20,3,1,80,1,23,1,1,0,10,3,0
49,No,Non-Travel,975,Research & Development,11,1,Other,1,401,2,Male,45,4,2,Research Director,1,Single,5450,12341,8,Y,No,16,3,2,80,3,37,6,4,13,10,5,8
42,No,Non-Travel,470,Research & Development,23,4,Life Sciences,1,402,2,Female,42,2,1,Sales Executive,1,Married,16102,9353,7,Y,Yes,19,4,3,80,2,16,5,2,12,1,7,3
57,No,Travel_Rarely,202,Sales,1,4,Other,1,403,2,Male,51,1,5,Sales Representative,4,Married,3861,11142,6,Y,No,18,4,4,80,3,39,4,1,4,1,7,8
18,Yes,Travel_Rarely,1101,Research & Development,11,3,Other,1,404,3,Female,56,4,2,Sales Representative,2,Married,12806,17266,5,Y,No,12,4,2,80,3,0,5,3,7,10,6,2
33,No,Non-Travel,1248,Research & Development,18,4,Life Sciences,1,405,3,Male,93,4,1,Research Director,2,Divorced,15283,10216,9,Y,No,12,3,1,80,0,7,0,3,11,3,1,4
56,No,Non-Travel,1436,Sales,18,2,Life Sciences,1,406,4,Male,31,2,1,Healthcare Representative,1,Divorced,18493,17932,6,Y,Yes,23,4,2,80,3,14,4,4,5,0,1,0
22,No,Non-Travel,1075,Sales,21,4,Marketing,1,407,3,Male,55,2,2,Human Resources,3,Divorced,14436,26593,8,Y,Yes,15,3,2,80,1,24,4,2,1,5,2,2
39,Yes,Non-Travel,897,Sales,26,2,Other,1,408,3,Female,98,3,2,Human Resources,2,Married,10890,14017,5,Y,No,15,4,2,80,3,7,4,4,3,9,3,4
46,Yes,Travel_Rarely,1353,Research & Development,16,1,Technical Degree,1,409,4,Male,59,1,3,Research Director,4,Single,17352,2569,9,Y,No,15,3,2,80,2,31,3,4,4,10,0,5
20,No,Travel_Frequently,757,Research & Development,13,2,Life Sciences,1,410,3,Male,37,4,5,Manager,2,Married,7529,7112,2,Y,Yes,14,3,1,80,2,12,3,2,10,4,4,7
29,No,Travel_Rarely,981,Research & Development,7,2,Human Resources,1,411,2,Female,67,3,4,Manager,1,Divorced,17843,3355,2,Y,No,18,4,1,80,1,14,5,1,12,9,6,0
43,No,Travel_Frequently,1320,Sales,1,1,Other,1,412,1,Female,90,1,3,Sales Executive,3,Divorced,10299,10056,3,Y,Yes,21,3,3,80,2,5,1,3,7,8,9,2
33,No,Non-Travel,832,Human Resources,26,4,Life Sciences,1,413,1,Female,94,3,1,Manager,2,Single,10580,18086,9,Y,Yes,15,3,3,80,3,32,5,2,4,1,4,0
54,No,Travel_Frequently,522,Research & Development,16,2,Technical Degree,1,414,4,Female,96,1,5,Manufacturing Director,1,Married,10616,19214,9,Y,Yes,11,3,4,80,1,6,5,4,5,8,6,4
39,No,Travel_Rarely,671,Human Resources,1,4,Marketing,1,415,3,Male,75,1,5,Manufacturing Director,2,Single,13157,23515,7,Y,Yes,20,3,4,80,2,32,5,1,14,8,4,7
46,No,Travel_Rarely,270,Sales,17,1,Other,1,416,3,Male,72,4,2,Research Scientist,3,Married,12191,16220,9,Y,Yes,24,4,3,80,3,28,6,4,15,9,9,3
31,No,Non-Travel,272,Research & Development,6,3,Life Sciences,1,417,4,Female,88,1,5,Manufacturing Director,4,Divorced,13767,16498,8,Y,No,15,3,3,80,2,37,0,1,10,8,7,8
45,No,Travel_Rarely,762,Human Resources,2,4,Life Sciences,1,418,1,Male,75,2,5,Healthcare Representative,1,Single,19911,23786,7,Y,Yes,11,3,2,80,0,36,4,3,6,9,6,5
22,No,Non-Travel,552,Research & Development,17,4,Human Resources,1,419,2,Female,64,4,1,Healthcare Representative,1,Single,4026,2834,9,Y,No,14,3,3,80,2,31,2,3,5,9,0,5
47,No,Travel_Rarely,449,Research & Development,6,3,Human Resources,1,420,3,Male,68,2,3,Healthcare Representative,3,Married,12958,23336,1,Y,No,11,4,4,80,1,2,6,1,11,3,0,4
22,No,Travel_Rarely,593,Research & Development,14,3,Other,1,421,4,Female,80,3,5,Manufacturing Director,1,Married,3855,13308,3,Y,No,16,4,3,80,3,19,1,3,3,4,4,9
29,No,Non-Travel,719,Human Resources,18,1,Life Sciences,1,422,2,Male,33,3,2,Sales Executive,3,Married,17063,2969,3,Y,Yes,16,3,2,80,3,13,1,4,13,7,1,4
33,No,Travel_Frequently,1127,Sales,6,4,Other,1,423,4,Female,80,1,3,Research Director,1,Divorced,16915,2592,1,Y,No,11,4,4,80,1,27,4,1,10,13,8,6
43,No,Travel_Rarely,1216,Research & Development,10,4,Life Sciences,1,424,4,Female,34,1,2,Laboratory Technician,3,Married,19981,2254,7,Y,No,22,4,1,80,0,37,1,4,11,7,1,7
43,No,Travel_Frequently,1018,Sales,24,1,Human Resources,1,425,4,Male,84,2,5,Research Scientist,2,Divorced,19232,12306,2,Y,No,18,4,3,80,3,3,4,1,1,0,8,6
38,No,Travel_Rarely,105,Sales,18,4,Technical Degree,1,426,1,Male,49,2,3,Human Resources,2,Married,7958,4661,1,Y,Yes,24,4,1,80,1,14,1,4,10,9,9,0
56,Yes,Travel_Rarely,387,Human Resources,27,2,Medical,1,427,1,Male,53,2,5,Sales Representative,2,Married,16705,17309,6,Y,No,14,4,4,80,2,16,5,3,12,0,1,0
53,No,Travel_Rarely,1269,Human Resources,9,2,Medical,1,428,4,Female,65,3,1,Human Resources,1,Divorced,12108,10794,0,Y,Yes,12,4,3,80,0,36,0,2,10,9,3,9
50,Yes,Travel_Rarely,707,Sales,8,2,Life Sciences,1,429,3,Male,63,2,3,Research Scientist,3,Married,7761,20223,5,Y,Yes,23,4,1,80,1,23,6,4,8,5,2,5
47,No,Travel_Frequently,556,Research & Development,28,4,Human Resources,1,430,2,Female,83,4,2,Human Resources,3,Divorced,2688,7905,2,Y,No,24,3,3,80,2,37,6,1,15,6,5,2
54,No,Travel_Frequently,1325,Human Resources,10,2,Marketing,1,431,3,Male,63,4,1,Human Resources,4,Divorced,8306,4431,2,Y,No,11,3,1,80,3,35,1,3,4,1,3,8
40,No,Travel_Rarely,1335,Research & Development,17,2,Marketing,1,432,1,Male,46,3,4,Human Resources,2,Married,7072,9756,4,Y,Yes,21,3,1,80,3,7,6,1,11,1,8,6
27,No,Travel_Rarely,1129,Research & Development,23,1,Medical,1,433,2,Female,34,2,2,Manufacturing Director,4,Married,19739,7353,2,Y,Yes,13,4,4,80,0,2,1,4,2,4,8,1
22,No,Travel_Frequently,723,Research & Development,29,1,Technical Degree,1,434,4,Female,47,2,5,Laboratory Technician,2,Single,12909,19349,3,Y,No,17,3,3,80,2,29,2,1,15,8,9,2
53,No,Non-Travel,475,Sales,26,3,Medical,1,435,3,Male,84,1,2,Manager,4,Married,14713,3737,2,Y,No,20,4,1,80,1,21,6,1,18,4,8,7
51,No,Non-Travel,546,Research & Development,6,3,Life Sciences,1,436,3,Female,82,4,4,Laboratory Technician,2,Single,14614,18868,6,Y,No,21,4,3,80,3,32,0,4,16,7,2,0
48,No,Travel_Frequently,934,Sales,14,3,Technical Degree,1,437,4,Female,79,3,2,Human Resources,3,Married,11321,26325,2,Y,No,20,3,3,80,1,24,6,3,10,7,2,4
27,No,Travel_Rarely,1229,Sales,22,3,Marketing,1,438,3,Male,74,2,1,Laboratory Technician,2,Divorced,8086,14326,9,Y,No,18,3,2,80,1,29,5,3,18,4,3,9
36,No,Travel_Rarely,910,Research & Development,22,1,Human Resources,1,439,1,Female,42,1,2,Research Scientist,1,Divorced,14731,26586,3,Y,Yes,15,3,4,80,1,36,0,4,17,7,8,0
49,No,Non-Travel,1219,Research & Development,6,1,Human Resources,1,440,4,Male,45,3,3,Research Director,2,Single,15341,14911,1,Y,Yes,17,3,3,80,0,2,6,3,8,14,5,8
18,Yes,Non-Travel,1058,Research & Development,26,1,Life Sciences,1,441,3,Male,42,3,4,Manager,2,Married,8667,24635,1,Y,Yes,12,4,3,80,1,3,0,2,12,7,8,6
22,Yes,Travel_Frequently,948,Research & Development,7,2,Medical,1,442,4,Female,49,4,2,Research Director,3,Single,14976,20411,8,Y,Yes,22,3,3,80,0,28,6,1,5,14,7,4
21,No,Non-Travel,908,Sales,12,2,Life Sciences,1,443,2,Male,95,2,4,Sales Representative,1,Married,19374,7213,0,Y,Yes,22,3,4,80,0,31,1,4,2,4,6,5
33,No,Travel_Frequently,1078,Research & Development,3,3,Human Resources,1,444,4,Female,76,3,1,Laboratory Technician,3,Married,14333,26374,0,Y,No,25,4,4,80,2,22,3,2,11,4,4,2
41,No,Non-Travel,515,Research & Development,14,2,Marketing,1,445,3,Male,48,1,3,Research Director,4,Divorced,7290,8227,9,Y,Yes,14,4,3,80,3,18,1,1,8,3,8,2
33,No,Non-Travel,825,Sales,22,4,Human Resources,1,446,1,Female,74,1,5,Sales Executive,4,Single,15044,13279,0,Y,No,16,4,4,80,1,14,4,4,8,0,3,6
19,No,Non-Travel,553,Human Resources,19,1,Technical Degree,1,447,4,Female,66,3,2,Sales Executive,1,Divorced,19760,17836,2,Y,Yes,22,4,2,80,2,15,6,3,14,8,3,6
45,No,Travel_Rarely,1414,Human Resources,23,3,Other,1,448,4,Female,83,1,1,Research Director,4,Divorced,15537,25365,1,Y,Yes,22,4,4,80,2,22,2,4,0,1,7,6
49,Yes,Travel_Rarely,1316,Sales,16,3,Human Resources,1,449,3,Female,35,3,4,Human Resources,1,Divorced,17669,10796,2,Y,No,22,3,2,80,2,39,0,4,17,0,3,1
44,No,Travel_Rarely,249,Human Resources,7,4,Human Resources,1,450,1,Female,43,1,4,Manager,2,Single,18340,18351,4,Y,Yes,22,3,2,80,2,36,4,1,14,5,6,1
37,No,Non-Travel,858,Sales,8,2,Other,1,451,1,Male,33,3,1,Healthcare Representative,4,Married,17955,19352,8,Y,Yes,24,4,2,80,2,0,5,1,7,4,3,4
41,No,Travel_Frequently,878,Research & Development,18,3,Technical Degree,1,452,2,Male,84,3,2,Research Scientist,2,Married,4887,18820,1,Y,Yes,22,3,1,80,1,18,4,1,10,10,0,3
29,No,Travel_Frequently,1072,Research & Development,25,2,Medical,1,453,2,Female,63,3,5,Human Resources,3,Single,17794,12966,0,Y,Yes,22,4,4,80,2,36,3,2,16,14,9,6
52,No,Travel_Frequently,862,Human Resources,13,2,Human Resources,1,454,3,Male,56,1,2,Manager,4,Married,16560,15967,5,Y,No,15,3,3,80,3,34,6,3,13,0,8,2
50,No,Travel_Frequently,1101,Research & Development,21,4,Life Sciences,1,455,1,Female,36,3,3,Research Director,3,Single,3340,3809,2,Y,Yes,16,3,2,80,0,29,0,4,18,6,3,4
50,No,Travel_Rarely,1439,Human Resources,9,3,Human Resources,1,456,1,Female,32,4,2,Human Resources,3,Single,13929,8546,6,Y,Yes,22,3,3,80,0,16,1,4,4,6,2,1
54,No,Travel_Rarely,175,Human Resources,10,2,Life Sciences,1,457,2,Male,76,3,3,Human Resources,1,Married,2094,10107,5,Y,Yes,12,3,2,80,3,38,0,3,1,2,2,0
29,No,Non-Travel,698,Research & Development,21,2,Technical Degree,1,458,2,Male,31,2,4,Research Director,3,Divorced,14840,7505,6,Y,Yes,17,3,3,80,1,25,2,4,14,7,8,8
20,No,Non-Travel,1393,Research & Development,23,4,Human Resources,1,459,3,Female,54,2,3,Research Director,1,Single,17756,7257,4,Y,Yes,18,4,1,80,0,12,0,1,18,14,7,3
18,No,Travel_Frequently,324,Human Resources,27,4,Technical Degree,1,460,1,Female,89,4,5,Laboratory Technician,1,Single,10126,17051,0,Y,Yes,23,3,2,80,3,21,4,4,15,5,9,7
50,No,Travel_Rarely,212,Research & Development,9,2,Technical Degree,1,461,4,Female,53,3,1,Laboratory Technician,1,Single,19881,6909,2,Y,Yes,24,3,1,80,3,22,4,3,12,3,6,6
57,No,Travel_Frequently,350,Sales,15,4,Medical,1,462,2,Female,44,2,3,Research Scientist,1,Single,12923,16866,2,Y,Yes,21,3,1,80,2,32,1,2,6,9,6,0
27,No,Non-Travel,1356,Research & Development,20,2,Human Resources,1,463,3,Female,43,3,2,Sales Executive,1,Married,9053,12021,6,Y,No,19,3,4,80,0,26,1,2,16,9,3,9
46,No,Non-Travel,940,Research & Development,2,3,Life Sciences,1,464,1,Female,83,2,3,Manufacturing Director,2,Married,17172,26868,2,Y,No,16,4,3,80,2,34,1,3,18,9,2,6
30,No,Travel_Frequently,813,Sales,25,1,Life Sciences,1,465,1,Male,35,1,4,Research Scientist,1,Single,12935,17358,4,Y,No,17,4,2,80,1,11,5,4,6,11,3,1
29,Yes,Non-Travel,1206,Research & Development,13,4,Human Resources,1,466,2,Female,47,1,3,Research Scientist,4,Divorced,14467,2461,3,Y,Yes,23,4,1,80,0,8,6,4,11,12,5,2
48,No,Travel_Frequently,224,Research & Development,2,1,Other,1,467,3,Female,49,4,5,Healthcare Representative,1,Married,13073,17732,3,Y,Yes,22,3,3,80,0,33,2,2,12,14,3,0
19,No,Travel_Rarely,1298,Human Resources,19,2,Medical,1,468,4,Male,91,4,3,Manufacturing Director,2,Divorced,9691,5233,6,Y,No,23,4,4,80,3,13,5,4,12,2,3,6
52,No,Travel_Frequently,1192,Research & Development,26,2,Medical,1,469,2,Female,69,3,5,Sales Executive,4,Divorced,15770,14128,0,Y,No,11,4,3,80,0,36,5,2,13,0,1,2
40,No,Travel_Rarely,1170,Research & Development,2,2,Medical,1,470,3,Female,68,4,2,Human Resources,4,Single,17688,7202,6,Y,No,19,4,3,80,1,2,5,3,14,12,6,5
34,No,Travel_Rarely,983,Sales,3,1,Life Sciences,1,471,1,Male,81,3,4,Manufacturing Director,2,Married,2201,4939,7,Y,No,16,4,4,80,1,20,0,3,1,1,5,6
43,No,Non-Travel,1379,Human Resources,6,2,Technical Degree,1,472,4,Female,61,1,1,Healthcare Representative,4,Single,19882,17197,2,Y,Yes,22,3,4,80,0,6,3,4,5,1,1,2
25,No,Non-Travel,129,Human Resources,3,4,Other,1,473,3,Male,56,1,2,Sales Representative,2,Single,15829,15722,2,Y,No,14,3,4,80,3,32,6,1,8,14,4,1
46,Yes,Non-Travel,380,Human Resources,10,3,Medical,1,474,4,Female,81,2,2,Research Scientist,3,Divorced,5086,14998,3,Y,Yes,20,3,1,80,1,34,0,1,14,12,5,8
43,No,Travel_Frequently,1023,Research & Development,24,3,Life Sciences,1,475,3,Male,92,3,1,Research Director,3,Divorced,13305,18472,5,Y,No,19,3,3,80,2,10,1,2,19,10,4,8
27,No,Travel_Frequently,1360,Human Resources,27,4,Life Sciences,1,476,3,Male,92,1,3,Research Scientist,1,Divorced,4590,20047,6,Y,Yes,22,4,4,80,1,31,2,3,15,4,3,6
43,No,Non-Travel,1371,Sales,6,3,Technical Degree,1,477,3,Male,46,1,3,Healthcare Representative,1,Single,9125,5301,0,Y,Yes,11,3,3,80,0,21,5,2,1,3,8,4
51,No,Travel_Frequently,467,Human Resources,23,1,Human Resources,1,478,3,Female,78,3,3,Research Scientist,1,Single,9860,23521,3,Y,Yes,12,3,3,80,2,18,0,3,2,1,2,3
58,No,Non-Travel,594,Sales,16,2,Human Resources,1,479,4,Female,52,2,4,Research Scientist,1,Single,7408,17640,6,Y,Yes,13,3,1,80,0,35,6,2,19,10,1,3
24,No,Travel_Frequently,1148,Human Resources,17,2,Medical,1,480,2,Male,42,2,2,Manufacturing Director,2,Single,3948,24413,1,Y,No,11,4,3,80,0,36,4,2,7,14,8,0
21,Yes,Travel_Rarely,817,Human Resources,19,2,Medical,1,481,4,Male,52,2,5,Manufacturing Director,3,Single,5963,18805,0,Y,Yes,12,4,1,80,0,10,6,2,7,8,7,3
28,No,Travel_Rarely,1116,Sales,3,1,Other,1,482,3,Female,86,2,1,Research Director,2,Single,2693,22133,0,Y,Yes,12,4,4,80,3,12,5,4,6,6,8,6
46,No,Non-Travel,1437,Human Resources,18,1,Technical Degree,1,483,4,Female,91,1,2,Manager,4,Single,7363,18131,9,Y,No,17,3,4,80,3,27,6,1,10,7,9,4
53,No,Travel_Frequently,705,Human Resources,7,1,Medical,1,484,4,Female,83,3,3,Research Director,4,Single,14125,23355,5,Y,No,20,3,3,80,1,14,0,3,12,7,2,8
42,No,Travel_Frequently,474,Human Resources,9,4,Technical Degree,1,485,4,Female,49,3,1,Sales Representative,4,Married,13924,25229,4,Y,No,23,3,1,80,0,12,4,2,7,1,0,3
38,No,Travel_Rarely,738,Research & Development,20,1,Life Sciences,1,486,3,Female,81,1,5,Manufacturing Director,4,Married,7887,6433,0,Y,No,16,3,1,80,2,32,0,1,8,14,0,2
53,No,Travel_Rarely,1148,Sales,12,3,Medical,1,487,4,Male,52,1,2,Research Scientist,4,Married,12851,2265,9,Y,Yes,22,4,2,80,2,7,0,2,15,4,2,5
27,No,Non-Travel,1457,Human Resources,5,4,Life Sciences,1,488,1,Female,64,1,2,Human Resources,3,Married,9734,4850,2,Y,No,19,3,2,80,2,31,5,2,4,2,3,3
54,Yes,Travel_Rarely,1478,Sales,3,4,Marketing,1,489,3,Male,96,4,4,Research Scientist,2,Single,11913,3378,6,Y,Yes,24,4,4,80,3,36,0,3,13,9,1,1
26,No,Non-Travel,215,Sales,11,4,Technical Degree,1,490,4,Female,63,3,2,Sales Executive,4,Single,18191,8503,8,Y,No,15,4,4,80,3,3,1,4,0,8,7,4
41,No,Travel_Rarely,147,Sales,25,1,Marketing,1,491,1,Male,62,3,2,Research Director,1,Divorced,7293,9157,8,Y,Yes,19,3,2,80,0,17,6,2,18,8,2,3
52,No,Travel_Rarely,198,Human Resources,4,4,Medical,1,492,4,Male,75,3,5,Human Resources,3,Divorced,15845,12006,5,Y,No,24,4,1,80,2,22,4,3,16,5,3,4
52,No,Travel_Frequently,504,Human Resources,5,1,Life Sciences,1,493,2,Female,74,2,5,Sales Executive,1,Married,15820,22800,2,Y,No,23,3,3,80,2,28,2,4,13,12,5,8
53,Yes,Travel_Rarely,1337,Sales,1,1,Medical,1,494,4,Male,48,1,1,Sales Representative,3,Divorced,4291,2849,0,Y,No,22,3,3,80,3,1,3,4,12,3,9,3
